locus_tag	ftype	length_bp	gene	EC_number	COG	product
BOLPKDDJ_01818	gene	618	thrH			
BOLPKDDJ_01818	mRNA	618	thrH			
BOLPKDDJ_01818	CDS	618	thrH	3.1.3.3	COG0560	Phosphoserine phosphatase ThrH
BOLPKDDJ_01819	gene	1362	pabB			
BOLPKDDJ_01819	mRNA	1362	pabB			
BOLPKDDJ_01819	CDS	1362	pabB	2.6.1.85	COG0147	Aminodeoxychorismate synthase component 1
BOLPKDDJ_01820	gene	2571	malT_2			
BOLPKDDJ_01820	mRNA	2571	malT_2			
BOLPKDDJ_01820	CDS	2571	malT_2			HTH-type transcriptional regulator MalT
BOLPKDDJ_01821	gene	2724	malT_3			
BOLPKDDJ_01821	mRNA	2724	malT_3			
BOLPKDDJ_01821	CDS	2724	malT_3			HTH-type transcriptional regulator MalT
BOLPKDDJ_01822	gene	438				
BOLPKDDJ_01822	mRNA	438				
BOLPKDDJ_01822	CDS	438				hypothetical protein
BOLPKDDJ_01823	gene	762				
BOLPKDDJ_01823	mRNA	762				
BOLPKDDJ_01823	CDS	762				hypothetical protein
BOLPKDDJ_01824	gene	1026				
BOLPKDDJ_01824	mRNA	1026				
BOLPKDDJ_01824	CDS	1026				hypothetical protein
BOLPKDDJ_01825	gene	1599				
BOLPKDDJ_01825	mRNA	1599				
BOLPKDDJ_01825	CDS	1599				hypothetical protein
BOLPKDDJ_01826	gene	1191				
BOLPKDDJ_01826	mRNA	1191				
BOLPKDDJ_01826	CDS	1191				hypothetical protein
BOLPKDDJ_01827	gene	984				
BOLPKDDJ_01827	mRNA	984				
BOLPKDDJ_01827	CDS	984				hypothetical protein
BOLPKDDJ_01828	gene	1527				
BOLPKDDJ_01828	mRNA	1527				
BOLPKDDJ_01828	CDS	1527				hypothetical protein
BOLPKDDJ_01829	gene	540				
BOLPKDDJ_01829	mRNA	540				
BOLPKDDJ_01829	CDS	540				hypothetical protein
BOLPKDDJ_01830	gene	819	ppsR			
BOLPKDDJ_01830	mRNA	819	ppsR			
BOLPKDDJ_01830	CDS	819	ppsR	2.7.11.33	COG1806	Phosphoenolpyruvate synthase regulatory protein
BOLPKDDJ_01831	gene	2376	ppsA			
BOLPKDDJ_01831	mRNA	2376	ppsA			
BOLPKDDJ_01831	CDS	2376	ppsA	2.7.9.2		Phosphoenolpyruvate synthase
BOLPKDDJ_01832	gene	1011				
BOLPKDDJ_01832	mRNA	1011				
BOLPKDDJ_01832	CDS	1011				hypothetical protein
BOLPKDDJ_01833	gene	489				
BOLPKDDJ_01833	mRNA	489				
BOLPKDDJ_01833	CDS	489		4.1.3.17	COG0684	Putative 4-hydroxy-4-methyl-2-oxoglutarate aldolase
BOLPKDDJ_01834	gene	999	zntB_1			
BOLPKDDJ_01834	mRNA	999	zntB_1			
BOLPKDDJ_01834	CDS	999	zntB_1		COG0598	Zinc transport protein ZntB
BOLPKDDJ_01835	gene	249				
BOLPKDDJ_01835	mRNA	249				
BOLPKDDJ_01835	CDS	249				hypothetical protein
BOLPKDDJ_01836	gene	825				
BOLPKDDJ_01836	mRNA	825				
BOLPKDDJ_01836	CDS	825				hypothetical protein
BOLPKDDJ_01837	gene	498	sigW			
BOLPKDDJ_01837	mRNA	498	sigW			
BOLPKDDJ_01837	CDS	498	sigW		COG1595	ECF RNA polymerase sigma factor SigW
BOLPKDDJ_01838	gene	1053	oprF			
BOLPKDDJ_01838	mRNA	1053	oprF			
BOLPKDDJ_01838	CDS	1053	oprF		COG2885	Outer membrane porin F
BOLPKDDJ_01839	gene	738	sumT			
BOLPKDDJ_01839	mRNA	738	sumT			
BOLPKDDJ_01839	CDS	738	sumT	2.1.1.107	COG0007	Uroporphyrinogen-III C-methyltransferase
BOLPKDDJ_01840	gene	99				
BOLPKDDJ_01840	mRNA	99				
BOLPKDDJ_01840	tRNA	99				tRNA-Cys(gca)
BOLPKDDJ_01841	gene	327	nasE			
BOLPKDDJ_01841	mRNA	327	nasE			
BOLPKDDJ_01841	CDS	327	nasE	1.7.1.4	COG2146	Assimilatory nitrite reductase [NAD(P)H] small subunit
BOLPKDDJ_01842	gene	2451	nasD			
BOLPKDDJ_01842	mRNA	2451	nasD			
BOLPKDDJ_01842	CDS	2451	nasD	1.7.1.4	COG1251	Nitrite reductase [NAD(P)H]
BOLPKDDJ_01843	gene	1668	pknD_3			
BOLPKDDJ_01843	mRNA	1668	pknD_3			
BOLPKDDJ_01843	CDS	1668	pknD_3	2.7.11.1		Serine/threonine-protein kinase PknD
BOLPKDDJ_01844	gene	1212	nasA			
BOLPKDDJ_01844	mRNA	1212	nasA			
BOLPKDDJ_01844	CDS	1212	nasA			Nitrate transporter
BOLPKDDJ_01845	gene	696	alyA_2			
BOLPKDDJ_01845	mRNA	696	alyA_2			
BOLPKDDJ_01845	CDS	696	alyA_2	4.2.2.3		Alginate lyase
BOLPKDDJ_01846	gene	579	pdtaR			
BOLPKDDJ_01846	mRNA	579	pdtaR			
BOLPKDDJ_01846	CDS	579	pdtaR		COG3707	putative transcriptional regulatory protein pdtaR
BOLPKDDJ_01847	gene	1209	nrtA			
BOLPKDDJ_01847	mRNA	1209	nrtA			
BOLPKDDJ_01847	CDS	1209	nrtA			Nitrate/nitrite binding protein NrtA
BOLPKDDJ_01848	gene	2610	acnB			
BOLPKDDJ_01848	mRNA	2610	acnB			
BOLPKDDJ_01848	CDS	2610	acnB	4.2.1.3	COG1049	Aconitate hydratase B
BOLPKDDJ_01849	gene	468				
BOLPKDDJ_01849	mRNA	468				
BOLPKDDJ_01849	CDS	468				hypothetical protein
BOLPKDDJ_01850	gene	864	uspE_1			
BOLPKDDJ_01850	mRNA	864	uspE_1			
BOLPKDDJ_01850	CDS	864	uspE_1		COG0589	Universal stress protein E
BOLPKDDJ_01851	gene	108				
BOLPKDDJ_01851	mRNA	108				
BOLPKDDJ_01851	CDS	108				hypothetical protein
BOLPKDDJ_01852	gene	612				
BOLPKDDJ_01852	mRNA	612				
BOLPKDDJ_01852	CDS	612				hypothetical protein
BOLPKDDJ_01853	gene	1338				
BOLPKDDJ_01853	mRNA	1338				
BOLPKDDJ_01853	CDS	1338				hypothetical protein
BOLPKDDJ_01854	gene	723	lpxH_1			
BOLPKDDJ_01854	mRNA	723	lpxH_1			
BOLPKDDJ_01854	CDS	723	lpxH_1	3.6.1.54	COG2908	UDP-2,3-diacylglucosamine hydrolase
BOLPKDDJ_01855	gene	498	ppiB			
BOLPKDDJ_01855	mRNA	498	ppiB			
BOLPKDDJ_01855	CDS	498	ppiB	5.2.1.8	COG0652	Peptidyl-prolyl cis-trans isomerase B
BOLPKDDJ_01856	gene	1671	glnS			
BOLPKDDJ_01856	mRNA	1671	glnS			
BOLPKDDJ_01856	CDS	1671	glnS	6.1.1.18	COG0008	Glutamine--tRNA ligase
BOLPKDDJ_01857	gene	1383	cysS			
BOLPKDDJ_01857	mRNA	1383	cysS			
BOLPKDDJ_01857	CDS	1383	cysS	6.1.1.16	COG0215	Cysteine--tRNA ligase
BOLPKDDJ_01858	gene	855	folD			
BOLPKDDJ_01858	mRNA	855	folD			
BOLPKDDJ_01858	CDS	855	folD		COG0190	Bifunctional protein FolD protein
BOLPKDDJ_01859	gene	77				
BOLPKDDJ_01859	mRNA	77				
BOLPKDDJ_01859	tRNA	77				tRNA-Arg(tct)
BOLPKDDJ_01860	gene	76				
BOLPKDDJ_01860	mRNA	76				
BOLPKDDJ_01860	tRNA	76				tRNA-His(gtg)
BOLPKDDJ_01861	gene	85				
BOLPKDDJ_01861	mRNA	85				
BOLPKDDJ_01861	tRNA	85				tRNA-Leu(tag)
BOLPKDDJ_01862	gene	76				
BOLPKDDJ_01862	mRNA	76				
BOLPKDDJ_01862	tRNA	76				tRNA-His(gtg)
BOLPKDDJ_01863	gene	222				
BOLPKDDJ_01863	mRNA	222				
BOLPKDDJ_01863	CDS	222				hypothetical protein
BOLPKDDJ_01864	gene	129				
BOLPKDDJ_01864	mRNA	129				
BOLPKDDJ_01864	CDS	129				hypothetical protein
BOLPKDDJ_01865	gene	117				
BOLPKDDJ_01865	mRNA	117				
BOLPKDDJ_01865	CDS	117				hypothetical protein
BOLPKDDJ_01866	gene	1833	dap			
BOLPKDDJ_01866	mRNA	1833	dap			
BOLPKDDJ_01866	CDS	1833	dap	3.4.11.19		D-aminopeptidase
BOLPKDDJ_01867	gene	1287	rstB			
BOLPKDDJ_01867	mRNA	1287	rstB			
BOLPKDDJ_01867	CDS	1287	rstB	2.7.13.3		Sensor protein RstB
BOLPKDDJ_01868	gene	708	rstA			
BOLPKDDJ_01868	mRNA	708	rstA			
BOLPKDDJ_01868	CDS	708	rstA		COG0745	Transcriptional regulatory protein RstA
BOLPKDDJ_01869	gene	1269	tig			
BOLPKDDJ_01869	mRNA	1269	tig			
BOLPKDDJ_01869	CDS	1269	tig	5.2.1.8	COG0544	Trigger factor
BOLPKDDJ_01870	gene	642	clpP_1			
BOLPKDDJ_01870	mRNA	642	clpP_1			
BOLPKDDJ_01870	CDS	642	clpP_1	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
BOLPKDDJ_01871	gene	1281	clpX_1			
BOLPKDDJ_01871	mRNA	1281	clpX_1			
BOLPKDDJ_01871	CDS	1281	clpX_1		COG1219	ATP-dependent Clp protease ATP-binding subunit ClpX
BOLPKDDJ_01872	gene	2397	lon_2			
BOLPKDDJ_01872	mRNA	2397	lon_2			
BOLPKDDJ_01872	CDS	2397	lon_2	3.4.21.53	COG0466	Lon protease
BOLPKDDJ_01873	gene	273	hupB_1			
BOLPKDDJ_01873	mRNA	273	hupB_1			
BOLPKDDJ_01873	CDS	273	hupB_1		COG0776	DNA-binding protein HU-beta
BOLPKDDJ_01874	gene	77				
BOLPKDDJ_01874	mRNA	77				
BOLPKDDJ_01874	tRNA	77				tRNA-Asp(gtc)
BOLPKDDJ_01875	gene	1866	ppiD			
BOLPKDDJ_01875	mRNA	1866	ppiD			
BOLPKDDJ_01875	CDS	1866	ppiD	5.2.1.8	COG0760	Peptidyl-prolyl cis-trans isomerase D
BOLPKDDJ_01876	gene	798	fabI			
BOLPKDDJ_01876	mRNA	798	fabI			
BOLPKDDJ_01876	CDS	798	fabI	1.3.1.9	COG0623	Enoyl-[acyl-carrier-protein] reductase [NADH] FabI
BOLPKDDJ_01877	gene	1611	yejF_1			
BOLPKDDJ_01877	mRNA	1611	yejF_1			
BOLPKDDJ_01877	CDS	1611	yejF_1		COG4172	putative ABC transporter ATP-binding protein YejF
BOLPKDDJ_01878	gene	1020	yejE_1			
BOLPKDDJ_01878	mRNA	1020	yejE_1			
BOLPKDDJ_01878	CDS	1020	yejE_1		COG4239	Inner membrane ABC transporter permease protein YejE
BOLPKDDJ_01879	gene	1083	yejB_1			
BOLPKDDJ_01879	mRNA	1083	yejB_1			
BOLPKDDJ_01879	CDS	1083	yejB_1		COG4174	Inner membrane ABC transporter permease protein YejB
BOLPKDDJ_01880	gene	1848				
BOLPKDDJ_01880	mRNA	1848				
BOLPKDDJ_01880	CDS	1848				hypothetical protein
BOLPKDDJ_01881	gene	1830				
BOLPKDDJ_01881	mRNA	1830				
BOLPKDDJ_01881	CDS	1830				hypothetical protein
BOLPKDDJ_01882	gene	1605	mltD			
BOLPKDDJ_01882	mRNA	1605	mltD			
BOLPKDDJ_01882	CDS	1605	mltD	4.2.2.-	COG0741	Membrane-bound lytic murein transglycosylase D
BOLPKDDJ_01883	gene	777	gloB_2			
BOLPKDDJ_01883	mRNA	777	gloB_2			
BOLPKDDJ_01883	CDS	777	gloB_2	3.1.2.6	COG0491	Hydroxyacylglutathione hydrolase GloB
BOLPKDDJ_01884	gene	762				
BOLPKDDJ_01884	mRNA	762				
BOLPKDDJ_01884	CDS	762				hypothetical protein
BOLPKDDJ_01885	gene	447	rnhA			
BOLPKDDJ_01885	mRNA	447	rnhA			
BOLPKDDJ_01885	CDS	447	rnhA	3.1.26.4	COG0328	Ribonuclease HI
BOLPKDDJ_01886	gene	741	dnaQ			
BOLPKDDJ_01886	mRNA	741	dnaQ			
BOLPKDDJ_01886	CDS	741	dnaQ	2.7.7.7	COG0847	DNA polymerase III subunit epsilon
BOLPKDDJ_01887	gene	390				
BOLPKDDJ_01887	mRNA	390				
BOLPKDDJ_01887	CDS	390				hypothetical protein
BOLPKDDJ_01888	gene	2256	adiA			
BOLPKDDJ_01888	mRNA	2256	adiA			
BOLPKDDJ_01888	CDS	2256	adiA	4.1.1.19	COG1982	Biodegradative arginine decarboxylase
BOLPKDDJ_01889	gene	1356	adiC			
BOLPKDDJ_01889	mRNA	1356	adiC			
BOLPKDDJ_01889	CDS	1356	adiC		COG0531	Arginine/agmatine antiporter
BOLPKDDJ_01890	gene	1503	nhaB			
BOLPKDDJ_01890	mRNA	1503	nhaB			
BOLPKDDJ_01890	CDS	1503	nhaB		COG3067	Na(+)/H(+) antiporter NhaB
BOLPKDDJ_01891	gene	813	crt_2			
BOLPKDDJ_01891	mRNA	813	crt_2			
BOLPKDDJ_01891	CDS	813	crt_2	4.2.1.150	COG1024	Short-chain-enoyl-CoA hydratase
BOLPKDDJ_01892	gene	1689				
BOLPKDDJ_01892	mRNA	1689				
BOLPKDDJ_01892	CDS	1689				hypothetical protein
BOLPKDDJ_01893	gene	837	nudC_2			
BOLPKDDJ_01893	mRNA	837	nudC_2			
BOLPKDDJ_01893	CDS	837	nudC_2	3.6.1.22	COG2816	NADH pyrophosphatase
BOLPKDDJ_01894	gene	780	yfcA			
BOLPKDDJ_01894	mRNA	780	yfcA			
BOLPKDDJ_01894	CDS	780	yfcA		COG0730	putative membrane transporter protein YfcA
BOLPKDDJ_01895	gene	645				
BOLPKDDJ_01895	mRNA	645				
BOLPKDDJ_01895	CDS	645				hypothetical protein
BOLPKDDJ_01896	gene	906	benM_1			
BOLPKDDJ_01896	mRNA	906	benM_1			
BOLPKDDJ_01896	CDS	906	benM_1			HTH-type transcriptional regulator BenM
BOLPKDDJ_01897	gene	762	fabG_2			
BOLPKDDJ_01897	mRNA	762	fabG_2			
BOLPKDDJ_01897	CDS	762	fabG_2	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
BOLPKDDJ_01898	gene	768	fabG_3			
BOLPKDDJ_01898	mRNA	768	fabG_3			
BOLPKDDJ_01898	CDS	768	fabG_3	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
BOLPKDDJ_01899	gene	1071				
BOLPKDDJ_01899	mRNA	1071				
BOLPKDDJ_01899	CDS	1071				hypothetical protein
BOLPKDDJ_01900	gene	315				
BOLPKDDJ_01900	mRNA	315				
BOLPKDDJ_01900	CDS	315				hypothetical protein
BOLPKDDJ_01901	gene	711				
BOLPKDDJ_01901	mRNA	711				
BOLPKDDJ_01901	CDS	711				hypothetical protein
BOLPKDDJ_01902	gene	1026	sohB			
BOLPKDDJ_01902	mRNA	1026	sohB			
BOLPKDDJ_01902	CDS	1026	sohB	3.4.21.-	COG0616	putative protease SohB
BOLPKDDJ_01903	gene	993	yhfP			
BOLPKDDJ_01903	mRNA	993	yhfP			
BOLPKDDJ_01903	CDS	993	yhfP	1.6.5.-	COG0604	Putative quinone oxidoreductase YhfP
BOLPKDDJ_01904	gene	876				
BOLPKDDJ_01904	mRNA	876				
BOLPKDDJ_01904	CDS	876				hypothetical protein
BOLPKDDJ_01905	gene	438				
BOLPKDDJ_01905	mRNA	438				
BOLPKDDJ_01905	CDS	438				hypothetical protein
BOLPKDDJ_01906	gene	582				
BOLPKDDJ_01906	mRNA	582				
BOLPKDDJ_01906	CDS	582				hypothetical protein
BOLPKDDJ_01907	gene	498				
BOLPKDDJ_01907	mRNA	498				
BOLPKDDJ_01907	CDS	498				hypothetical protein
BOLPKDDJ_01908	gene	1659	sir_1			
BOLPKDDJ_01908	mRNA	1659	sir_1			
BOLPKDDJ_01908	CDS	1659	sir_1	1.8.7.1	COG0155	Sulfite reductase [ferredoxin]
BOLPKDDJ_01909	gene	117				
BOLPKDDJ_01909	mRNA	117				
BOLPKDDJ_01909	CDS	117				hypothetical protein
BOLPKDDJ_01910	gene	228				
BOLPKDDJ_01910	mRNA	228				
BOLPKDDJ_01910	CDS	228				hypothetical protein
BOLPKDDJ_01911	gene	1041	rlmN_1			
BOLPKDDJ_01911	mRNA	1041	rlmN_1			
BOLPKDDJ_01911	CDS	1041	rlmN_1	2.1.1.192		Dual-specificity RNA methyltransferase RlmN
BOLPKDDJ_01912	gene	303				
BOLPKDDJ_01912	mRNA	303				
BOLPKDDJ_01912	CDS	303				hypothetical protein
BOLPKDDJ_01913	gene	498	proX			
BOLPKDDJ_01913	mRNA	498	proX			
BOLPKDDJ_01913	CDS	498	proX		COG3760	Prolyl-tRNA editing protein ProX
BOLPKDDJ_01914	gene	363				
BOLPKDDJ_01914	mRNA	363				
BOLPKDDJ_01914	CDS	363			COG3171	putative protein
BOLPKDDJ_01915	gene	3705	metH			
BOLPKDDJ_01915	mRNA	3705	metH			
BOLPKDDJ_01915	CDS	3705	metH	2.1.1.13	COG0646	Methionine synthase
BOLPKDDJ_01916	gene	465				
BOLPKDDJ_01916	mRNA	465				
BOLPKDDJ_01916	CDS	465				hypothetical protein
BOLPKDDJ_01917	gene	519				
BOLPKDDJ_01917	mRNA	519				
BOLPKDDJ_01917	CDS	519				hypothetical protein
BOLPKDDJ_01918	gene	2289				
BOLPKDDJ_01918	mRNA	2289				
BOLPKDDJ_01918	CDS	2289				hypothetical protein
BOLPKDDJ_01919	gene	585	nfuA			
BOLPKDDJ_01919	mRNA	585	nfuA			
BOLPKDDJ_01919	CDS	585	nfuA		COG0316	Fe/S biogenesis protein NfuA
BOLPKDDJ_01920	gene	1170	rfnT			
BOLPKDDJ_01920	mRNA	1170	rfnT			
BOLPKDDJ_01920	CDS	1170	rfnT			Riboflavin transporter RfnT
BOLPKDDJ_01921	gene	243				
BOLPKDDJ_01921	mRNA	243				
BOLPKDDJ_01921	CDS	243				hypothetical protein
BOLPKDDJ_01922	gene	1005	rhaS_5			
BOLPKDDJ_01922	mRNA	1005	rhaS_5			
BOLPKDDJ_01922	CDS	1005	rhaS_5			HTH-type transcriptional activator RhaS
BOLPKDDJ_01923	gene	1206				
BOLPKDDJ_01923	mRNA	1206				
BOLPKDDJ_01923	CDS	1206				hypothetical protein
BOLPKDDJ_01924	gene	276				
BOLPKDDJ_01924	mRNA	276				
BOLPKDDJ_01924	CDS	276				hypothetical protein
BOLPKDDJ_01925	gene	864	hdfR_3			
BOLPKDDJ_01925	mRNA	864	hdfR_3			
BOLPKDDJ_01925	CDS	864	hdfR_3			HTH-type transcriptional regulator HdfR
BOLPKDDJ_01926	gene	1158				
BOLPKDDJ_01926	mRNA	1158				
BOLPKDDJ_01926	CDS	1158				hypothetical protein
BOLPKDDJ_01927	gene	222				
BOLPKDDJ_01927	mRNA	222				
BOLPKDDJ_01927	CDS	222				hypothetical protein
BOLPKDDJ_01928	gene	1443	ccoN1_3			
BOLPKDDJ_01928	mRNA	1443	ccoN1_3			
BOLPKDDJ_01928	CDS	1443	ccoN1_3	1.9.3.1	COG3278	Cbb3-type cytochrome c oxidase subunit CcoN1
BOLPKDDJ_01929	gene	924	yedI			
BOLPKDDJ_01929	mRNA	924	yedI			
BOLPKDDJ_01929	CDS	924	yedI		COG2354	Inner membrane protein YedI
BOLPKDDJ_01930	gene	828				
BOLPKDDJ_01930	mRNA	828				
BOLPKDDJ_01930	CDS	828				hypothetical protein
BOLPKDDJ_01931	gene	888	dmlR_9			
BOLPKDDJ_01931	mRNA	888	dmlR_9			
BOLPKDDJ_01931	CDS	888	dmlR_9			HTH-type transcriptional regulator DmlR
BOLPKDDJ_01932	gene	828				
BOLPKDDJ_01932	mRNA	828				
BOLPKDDJ_01932	CDS	828				hypothetical protein
BOLPKDDJ_01933	gene	1086	btuD_1			
BOLPKDDJ_01933	mRNA	1086	btuD_1			
BOLPKDDJ_01933	CDS	1086	btuD_1	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
BOLPKDDJ_01934	gene	687	modB			
BOLPKDDJ_01934	mRNA	687	modB			
BOLPKDDJ_01934	CDS	687	modB		COG4149	Molybdenum transport system permease protein ModB
BOLPKDDJ_01935	gene	756	modA			
BOLPKDDJ_01935	mRNA	756	modA			
BOLPKDDJ_01935	CDS	756	modA		COG0725	Molybdate-binding protein ModA
BOLPKDDJ_01936	gene	651	rutR_4			
BOLPKDDJ_01936	mRNA	651	rutR_4			
BOLPKDDJ_01936	CDS	651	rutR_4		COG1309	HTH-type transcriptional regulator RutR
BOLPKDDJ_01937	gene	1680	fan1			
BOLPKDDJ_01937	mRNA	1680	fan1			
BOLPKDDJ_01937	CDS	1680	fan1	3.1.4.1		Fanconi-associated nuclease 1 
BOLPKDDJ_01938	gene	2277	dinG_2			
BOLPKDDJ_01938	mRNA	2277	dinG_2			
BOLPKDDJ_01938	CDS	2277	dinG_2	3.1.-.-		3'-5' exonuclease DinG
BOLPKDDJ_01939	gene	210				
BOLPKDDJ_01939	mRNA	210				
BOLPKDDJ_01939	CDS	210				hypothetical protein
BOLPKDDJ_01940	gene	528	xcpP_1			
BOLPKDDJ_01940	mRNA	528	xcpP_1			
BOLPKDDJ_01940	CDS	528	xcpP_1			Type II secretion system protein N
BOLPKDDJ_01941	gene	2331	sctC_3			
BOLPKDDJ_01941	mRNA	2331	sctC_3			
BOLPKDDJ_01941	CDS	2331	sctC_3			Type 3 secretion system secretin
BOLPKDDJ_01942	gene	240	acpP_1			
BOLPKDDJ_01942	mRNA	240	acpP_1			
BOLPKDDJ_01942	CDS	240	acpP_1		COG0236	Acyl carrier protein
BOLPKDDJ_01943	gene	426				
BOLPKDDJ_01943	mRNA	426				
BOLPKDDJ_01943	CDS	426				hypothetical protein
BOLPKDDJ_01944	gene	1257	lasA			
BOLPKDDJ_01944	mRNA	1257	lasA			
BOLPKDDJ_01944	CDS	1257	lasA	3.4.24.-	COG0739	Protease LasA
BOLPKDDJ_01945	gene	792				
BOLPKDDJ_01945	mRNA	792				
BOLPKDDJ_01945	CDS	792				hypothetical protein
BOLPKDDJ_01946	gene	1023	zntB_2			
BOLPKDDJ_01946	mRNA	1023	zntB_2			
BOLPKDDJ_01946	CDS	1023	zntB_2		COG0598	Zinc transport protein ZntB
BOLPKDDJ_01947	gene	7407				
BOLPKDDJ_01947	mRNA	7407				
BOLPKDDJ_01947	CDS	7407				hypothetical protein
BOLPKDDJ_01948	gene	1278				
BOLPKDDJ_01948	mRNA	1278				
BOLPKDDJ_01948	CDS	1278				hypothetical protein
BOLPKDDJ_01949	gene	2172	apxIB_1			
BOLPKDDJ_01949	mRNA	2172	apxIB_1			
BOLPKDDJ_01949	CDS	2172	apxIB_1		COG2274	Toxin RTX-I translocation ATP-binding protein
BOLPKDDJ_01950	gene	1188	prsE_2			
BOLPKDDJ_01950	mRNA	1188	prsE_2			
BOLPKDDJ_01950	CDS	1188	prsE_2			Type I secretion system membrane fusion protein PrsE
BOLPKDDJ_01951	gene	579				
BOLPKDDJ_01951	mRNA	579				
BOLPKDDJ_01951	CDS	579				hypothetical protein
BOLPKDDJ_01952	gene	555				
BOLPKDDJ_01952	mRNA	555				
BOLPKDDJ_01952	CDS	555				hypothetical protein
BOLPKDDJ_01953	gene	2196	iorB_1			
BOLPKDDJ_01953	mRNA	2196	iorB_1			
BOLPKDDJ_01953	CDS	2196	iorB_1	1.3.99.16		Isoquinoline 1-oxidoreductase subunit beta
BOLPKDDJ_01954	gene	462	iorA_1			
BOLPKDDJ_01954	mRNA	462	iorA_1			
BOLPKDDJ_01954	CDS	462	iorA_1	1.3.99.16		Isoquinoline 1-oxidoreductase subunit alpha
BOLPKDDJ_01955	gene	324	gdx_2			
BOLPKDDJ_01955	mRNA	324	gdx_2			
BOLPKDDJ_01955	CDS	324	gdx_2			Guanidinium exporter
BOLPKDDJ_01956	gene	399	ndhC_1			
BOLPKDDJ_01956	mRNA	399	ndhC_1			
BOLPKDDJ_01956	CDS	399	ndhC_1	7.1.1.-		NAD(P)H-quinone oxidoreductase subunit 3
BOLPKDDJ_01957	gene	552				
BOLPKDDJ_01957	mRNA	552				
BOLPKDDJ_01957	CDS	552				hypothetical protein
BOLPKDDJ_01958	gene	534	ttr			
BOLPKDDJ_01958	mRNA	534	ttr			
BOLPKDDJ_01958	CDS	534	ttr	2.3.1.-		Acetyltransferase
BOLPKDDJ_01959	gene	2367	polB			
BOLPKDDJ_01959	mRNA	2367	polB			
BOLPKDDJ_01959	CDS	2367	polB	2.7.7.7	COG0417	DNA polymerase II
BOLPKDDJ_01960	gene	669				
BOLPKDDJ_01960	mRNA	669				
BOLPKDDJ_01960	CDS	669				hypothetical protein
BOLPKDDJ_01961	gene	1410				
BOLPKDDJ_01961	mRNA	1410				
BOLPKDDJ_01961	CDS	1410				hypothetical protein
BOLPKDDJ_01962	gene	288				
BOLPKDDJ_01962	mRNA	288				
BOLPKDDJ_01962	CDS	288				hypothetical protein
BOLPKDDJ_01963	gene	384				
BOLPKDDJ_01963	mRNA	384				
BOLPKDDJ_01963	CDS	384				hypothetical protein
BOLPKDDJ_01964	gene	624	gstB_1			
BOLPKDDJ_01964	mRNA	624	gstB_1			
BOLPKDDJ_01964	CDS	624	gstB_1	2.5.1.18	COG0625	Glutathione S-transferase GstB
BOLPKDDJ_01965	gene	390				
BOLPKDDJ_01965	mRNA	390				
BOLPKDDJ_01965	CDS	390				hypothetical protein
BOLPKDDJ_01966	gene	738				
BOLPKDDJ_01966	mRNA	738				
BOLPKDDJ_01966	CDS	738				hypothetical protein
BOLPKDDJ_01967	gene	2430	quiP_3			
BOLPKDDJ_01967	mRNA	2430	quiP_3			
BOLPKDDJ_01967	CDS	2430	quiP_3	3.5.1.97	COG2366	Acyl-homoserine lactone acylase QuiP
BOLPKDDJ_01968	gene	624				
BOLPKDDJ_01968	mRNA	624				
BOLPKDDJ_01968	CDS	624				hypothetical protein
BOLPKDDJ_01969	gene	1275				
BOLPKDDJ_01969	mRNA	1275				
BOLPKDDJ_01969	CDS	1275				hypothetical protein
BOLPKDDJ_01970	gene	1170				
BOLPKDDJ_01970	mRNA	1170				
BOLPKDDJ_01970	CDS	1170				hypothetical protein
BOLPKDDJ_01971	gene	768				
BOLPKDDJ_01971	mRNA	768				
BOLPKDDJ_01971	CDS	768				hypothetical protein
BOLPKDDJ_01972	gene	714	anoR			
BOLPKDDJ_01972	mRNA	714	anoR			
BOLPKDDJ_01972	CDS	714	anoR			Transcriptional activator protein AnoR
BOLPKDDJ_01973	gene	489	phzA2			
BOLPKDDJ_01973	mRNA	489	phzA2			
BOLPKDDJ_01973	CDS	489	phzA2			Phenazine biosynthesis protein PhzA2
BOLPKDDJ_01974	gene	489	phzB2			
BOLPKDDJ_01974	mRNA	489	phzB2			
BOLPKDDJ_01974	CDS	489	phzB2			Phenazine biosynthesis protein PhzB2
BOLPKDDJ_01975	gene	1218	aroH_1			
BOLPKDDJ_01975	mRNA	1218	aroH_1			
BOLPKDDJ_01975	CDS	1218	aroH_1	2.5.1.54	COG3200	Phospho-2-dehydro-3-deoxyheptonate aldolase
BOLPKDDJ_01976	gene	624	phzD2_1			
BOLPKDDJ_01976	mRNA	624	phzD2_1			
BOLPKDDJ_01976	CDS	624	phzD2_1	3.3.2.15		Phenazine biosynthesis protein PhzD2
BOLPKDDJ_01977	gene	1884	menF_1			
BOLPKDDJ_01977	mRNA	1884	menF_1			
BOLPKDDJ_01977	CDS	1884	menF_1	5.4.4.2		Isochorismate synthase MenF
BOLPKDDJ_01978	gene	837	phzF_1			
BOLPKDDJ_01978	mRNA	837	phzF_1			
BOLPKDDJ_01978	CDS	837	phzF_1	5.3.3.17		Trans-2,3-dihydro-3-hydroxyanthranilate isomerase
